Feature ID	Taxon	Confidence
9002efc8d0aae0e00570a0ef34a8f2f4	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999999999999979
1624f6ce2f3a06b5b884c321e3d24587	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Periglandula_ipomoeae	0.7096084380028648
93120265f9c84ff7e35370a1f4336272	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.999499101418548
4130b0e1aef0d3a4c485f680995a0f62	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9972798399813044
ba36086e9292cf0adc3cc339fe964f1d	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999999999999969
3de4340a00daa3c54a849c8f80219b35	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9997858785292131
6c8e8f15c8b62edfc17dd5fc30ecd8cd	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9999699734104235
b32f9ee39585aac26eff58a0647ef448	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria	0.9999999999999912
d1316b26e5350da36e6456499ecdfe18	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.9999998479202328
b4b5cc6beec11d1cf7007cacd559c6d0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__uncultured_organism	0.7357541233576078
c1d8f746065975c3dc82d29b9eee6f45	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.9999997388099972
9db2817f5c42be6a7bcbca662959982d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium	0.7234542042607369
df34ea9690bc1c0642e1b6246dba210e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Kribbella; s__Kribbella_sp.	0.7143065948032843
8202451ba30d7fa1141c8a07350b3845	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__uncultured_Telluria	0.7782327546027586
8d2a29d23de2d1b6cada06bf85915274	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.9998699613625804
